Name,Address,prktype,restroom,Website,playground,soccer,basketball,tennis,volleyball,baseball,discgolf,dogpark,picnic,sprayground,latitude,longitude
Lakeview Park,"1310 LAKEVIEW DR PINEVILLE, NC 28134",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.07685182,-80.89989782
Buckthorn Park,"9732 RESEARCH DR CHARLOTTE, NC 28262",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.31884537,-80.76776207
Merry Oaks Community Garden,"3000 HARBINGER CT CHARLOTTE, NC 28205",Community Garden,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.22329341,-80.79247358
Berryhill Nature Preserve,"10334 WALKERS FERRY RD CHARLOTTE, NC 28214",Nature Preserve,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.21535308,-80.98831865
Meck Co Park Operations,"1418 ARMORY DR CHARLOTTE, NC 28204",Operational,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.21799221,-80.82662605
Crews Recreation Center,"1201 CREWS RD MATTHEWS, NC 28105",Recreation Center,Yes,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.12400375,-80.72271623
American Legion Memorial Stadium,"310 N KINGS DR CHARLOTTE, NC 28204",Event Venue,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.21906528,-80.83062963
West Cove Park,"10012 MOORES CHAPEL LP CHARLOTTE, NC 28214",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.24582821,-81.00442971
IBM Drive Park,"6920 IBM DR CHARLOTTE, NC 28262",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.30910393,-80.77751375
Hickory View Park,"14942 HICKORY VIEW LN CHARLOTTE, NC 28278",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0862144,-81.01624257
Plott Road Park,"7709 PLOTT RD CHARLOTTE, NC 28215",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.24591957,-80.71712705
Fullwood Community Garden,"427 COVENANT CHURCH LN MATTHEWS, NC 28105",Community Garden,No,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.12045112,-80.73310289
Northlake Park,"10801 ALEXANDRIANA RD HUNTERSVILLE, NC 28078",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.36675898,-80.8564274
Belle Johnston Community Center,"1000 JOHNSTON DR PINEVILLE, NC 28134",Recreation Center,Yes,http://www.pinevillenc.gov/Departments/ParksRecreaton/tabid/103/Default.aspx,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,35.07891235,-80.89197188
The Preserve Dog Park,"336 O HENRY AV DAVIDSON, NC 28036",Dog Park,No,https://www.ci.davidson.nc.us/130/Parks-Recreation,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,35.49661818,-80.82972117
Matthews Community Center,"100 E MCDOWELL ST MATTHEWS, NC 28105",Community Center,Yes,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.11505091,-80.72530397
Alexandriana Historic Site,"9921 OLD STATESVILLE RD CHARLOTTE, NC 28269",Historic,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.35712215,-80.82253331
Big Rock Nature Preserve,"6500 ELMSTONE DR CHARLOTTE, NC 28277",Nature Preserve,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.06079245,-80.82542852
Bryant Park,"1701 W MOREHEAD ST CHARLOTTE, NC 28208",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,35.22852971,-80.86804711
Rocky River Bluff Nature Preserve,"20532 SHEARER RD DAVIDSON, NC 28036",Nature Preserve,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.48698128,-80.79026549
US National Whitewater Center,"5000 WHITEWATER CENTER PY CHARLOTTE, NC 28214",Regional,Yes,https://usnwc.org,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.27205733,-81.00456351
Cowans Ford Wildlife Refuge,"2329 NECK RD HUNTERSVILLE, NC 28078",Nature Preserve,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.37280072,-80.97276354
Copperhead Island,"15200 SOLDIER RD CHARLOTTE, NC 28278",Nature Preserve,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,35.1098485,-81.02505436
Elon Recreation Center,"11401 ARDREY KELL RD CHARLOTTE, NC 28277",Recreation Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.02260278,-80.84523992
David B. Waymer Aeromodeller Park,"15401 HOLBROOKS RD HUNTERSVILLE, NC 28078",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.40207167,-80.81904084
Gander Cove Park,"10502 MONROE RD MATTHEWS, NC 28105",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.12996687,-80.73382766
Grady Cole Center,"310 N KINGS DR CHARLOTTE, NC 28204",Event Venue,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.21906528,-80.83062963
Williams-Olmstead Park,"1738 WEDDINGTON RD MATTHEWS, NC 28105",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.09943891,-80.73290637
Ezell Park,"4155 MINTWOOD DR MINT HILL, NC 28227",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.15712109,-80.67022246
Jeff Adams Tennis Center,"1520 W TYVOLA RD CHARLOTTE, NC 28217",Tennis Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,35.17385123,-80.90901907
Latta Place Historic Site,"5225 SAMPLE RD B HUNTERSVILLE, NC 28216",Historic,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.35313408,-80.92909159
Discovery Place Nature Museum,"1658 STERLING RD CHARLOTTE, NC 28209",Museum,Yes,https://nature.discoveryplace.org/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.18836711,-80.8426149
McIntyre Historic Site,"5801 BEATTIES FORD RD CHARLOTTE, NC 28216",Historic,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.31230769,-80.86370119
McKee Road Park,"4201 MCKEE RD CHARLOTTE, NC 28270",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0687502,-80.75599172
Naomi Drenan Recreation Center,"750 BEAL ST CHARLOTTE, NC 28211",Recreation Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.19039483,-80.79653044
Mallard Creek Recreation Center,"2530 JOHNSTON OEHLER RD CHARLOTTE, NC 28269",Recreation Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.35573596,-80.75712337
Reid Park,"3207 AMAY JAMES AV CHARLOTTE, NC 28208",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.20407326,-80.90032787
The Hut,"413 JOHNSTON DR PINEVILLE, NC 28134",Event Venue,Yes,http://www.pinevillenc.gov/Departments/ParksRecreaton/tabid/103/Default.aspx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.08269027,-80.89114832
Revolution Park Sports Academy,"1225 REMOUNT RD CHARLOTTE, NC 28208",Recreation Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.21363731,-80.87711077
Ribbonwalk Nature Preserve,"5017 HOYT HINSON RD CHARLOTTE, NC 28269",Nature Preserve,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.29549421,-80.82041055
Huntersville Athletic Recreation Center,"11836 VERHOEFF DR HUNTERSVILLE, NC 28078",Recreation Center,Yes,https://www.huntersville.org/162/Parks-Recreation,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.3914994,-80.8470696
Huntersville Arts & Cultural Center,"109 S OLD STATESVILLE RD HUNTERSVILLE, NC 28078",Arts Center,Yes,https://www.huntersville.org/162/Parks-Recreation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.41123604,-80.84305713
JV Washam Recreation Center,"9611 WESTMORELAND RD CORNELIUS, NC 28031",Recreation Center,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,35.46419411,-80.8679597
Evergreen Nature Preserve,"1336 NORLAND RD CHARLOTTE, NC 28205",Nature Preserve,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.20779916,-80.77881242
Amay James Park,"2415 LESTER ST CHARLOTTE, NC 28208",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.20378179,-80.90119711
Winterfield Park,"3010 WINTERFIELD PL CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.20861124,-80.76583448
Elon Park,"11435 ARDREY KELL RD CHARLOTTE, NC 28277",Regional,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,Yes,Yes,NA,Yes,NA,35.02239403,-80.84561611
Two Spring Park,"1133 DOBY SPRINGS DR CHARLOTTE, NC 28262",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.29091248,-80.77916453
Brooktree Park,"5121 BROOKTREE DR CHARLOTTE, NC 28208",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.26674908,-80.91696366
Cornelius Community Garden,"20708 CATAWBA AV CORNELIUS, NC 28031",Community Garden,No,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.48383632,-80.87118977
Meck Co Parks & Recreation Administration,"5841 BROOKSHIRE BV CHARLOTTE, NC 28216",Operational,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2822892,-80.90115824
Bailey Road Recreation Center,"11900 BAILEY RD CORNELIUS, NC 28031",Recreation Center,Yes,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,35.46789281,-80.83931247
Clear Creek Park,"8616 CLEAR MEADOW LN CHARLOTTE, NC 28227",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.19750585,-80.59232571
Berryhill Park,"10007 WALKERS FERRY RD CHARLOTTE, NC 28214",Regional,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2185614,-80.98309409
Shuffletown Prairie Nature Preserve,"2804 HART RD CHARLOTTE, NC 28214",Nature Preserve,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.32827951,-80.9605735
Ivory-Baker Recreation Center,"1920 STROUD PARK CT CHARLOTTE, NC 28206",Recreation Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2496612,-80.84071275
Gar Creek Nature Preserve,"10020 MCCOY RD HUNTERSVILLE, NC 28078",Nature Preserve,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.35543536,-80.88676689
Possum Walk Nature Preserve,"3540 MIRANDA RD CHARLOTTE, NC 28216",Nature Preserve,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.33368767,-80.882473
Graham Street Park,"5430 N GRAHAM ST CHARLOTTE, NC 28269",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.28701029,-80.80058236
T.M. Winget Nature Preserve,"12222 WINGET RD CHARLOTTE, NC 28278",Nature Preserve,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.12897903,-81.00050067
Ballantyne Park,"10082 COMMUNITY HOUSE RD CHARLOTTE, NC 28277",Community,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,35.03961268,-80.82964644
Charles Avenue Park,"800 CHARLES AV CHARLOTTE, NC 28205",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,35.24286239,-80.80798771
Old Moores Chapel Park,"9226 OLD MOORES CHAPEL RD CHARLOTTE, NC 28214",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.27577384,-80.95891112
Pine Hill Park,"8740 NORTH PINE HILL LN CHARLOTTE, NC 28215",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.26510196,-80.67030671
Large Oak Park,"8515 FAIRVIEW RD CHARLOTTE, NC 28227",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.17890123,-80.63871779
Newell Park,"9130 NEWELL BAPTIST CHURCH RD CHARLOTTE, NC 28213",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,NA,35.28538752,-80.73462105
Plaza Road Park,"8518 PLAZA RD EXT CHARLOTTE, NC 28215",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.25520115,-80.7151661
Old Potters Road Park,"4410 W SUGAR CREEK RD CHARLOTTE, NC 28269",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.31420727,-80.81095767
Gar Creek Park,"9230 KERNS RD HUNTERSVILLE, NC 28078",Regional,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.35909503,-80.87301666
Independence Park,"1835 PARK DR CHARLOTTE, NC 28204",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.21350581,-80.82188242
Crab Orchard Park,"3420 LEMSFORD WY CHARLOTTE, NC 28215",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.27462496,-80.67600532
Bluff Hill Park,"4845 ROCKY RIVER RD CHARLOTTE, NC 28215",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.27605206,-80.69167841
East Charlotte Park,"8035 E W T HARRIS BV CHARLOTTE, NC 28227",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.21188171,-80.72597487
Ridge Road Park,"4419 RIDGE RD CHARLOTTE, NC 28269",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.37485911,-80.77240079
Forest Point Park,"7721 FOREST POINT BV CHARLOTTE, NC 28217",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.13794612,-80.90517221
Long Creek Park,"10510 MOUNT HOLLY RD CHARLOTTE, NC 28214",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.29775172,-80.97834788
Pine Valley Park,"1910 LONGLEAF DR CHARLOTTE, NC 28210",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.11191683,-80.87500491
Charles T. Myers Golf Course,"7817 HARRISBURG RD CHARLOTTE, NC 28215",Golf Course,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.22127749,-80.68598386
Generations Street Park,"12540 GENERATIONS ST CHARLOTTE, NC 28278",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.09360925,-80.99752827
River Run Athletic Park,"13130 ROBERT WALKER DR DAVIDSON, NC 28036",Town Park,Yes,https://www.ci.davidson.nc.us/130/Parks-Recreation,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,35.47794649,-80.81883859
Elizabeth Park,"1110 ELIZABETH AV CHARLOTTE, NC 28204",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2188845,-80.83313196
Ralph Knox Park,"13626 E ROCKY RIVER RD DAVIDSON, NC 28036",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.48340364,-80.81210474
East Lane Drive Park,"7945 EAST LANE DR CHARLOTTE, NC 28212",Neighborhood,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.17718692,-80.73693556
Knights View Recreation Center,"11010 BEAU RILEY RD CHARLOTTE, NC 28277",Recreation Center,Yes,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.02800093,-80.82657976
Edgewater Farm Park,"14810 BROWN MILL RD HUNTERSVILLE, NC 28078",Community,No,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.42536291,-80.91820874
Cabarrus County Senior Center - Concord,"331 Concord Pkwy N Concord, NC",County Park,Yes,https://www.cabarruscounty.us/location/concord-senior-center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.39526355,-80.61364323
Cabarrus County Senior Center - Mt Pleasant,"8615 Park Dr Mt. Pleasant, NC",County Park,Yes,https://www.cabarruscounty.us/location/mount-pleasant-senior-center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.40057827,-80.43401337
Kanpolis Dixie Youth Ballfield,"716 Pleasant Ave , Kannapolis NC",Municipal Park,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4871465,-80.64284906
Mt Pleasant Reservoir,"8275 Mt Olive Rd , Concord NC",Municipal Park,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.43995904,-80.43843147
Gibson Ball Park - City of Concord,"265 Ball Park Ct NW Concord, NC",Municipal Park,Yes,https://www.concordnc.gov/Departments/Parks-Recreation/Facilities,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,35.41413804,-80.59842725
James L. Dorton Park - City of Concord,"5700 Poplar Tent Rd Concord, NC",Municipal Park,No,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,NA,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,35.41107698,-80.66944634
Lake Concord  Reservoir,"2430 Centergrove Rd ,Kannapolis NC",Park,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.47832124,-80.59248161
Cabarrus County Senior Center - Concord,"331 Concord Pkwy N Concord, NC",County Park,Yes,https://www.cabarruscounty.us/location/concord-senior-center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.39526355,-80.61364323
Cabarrus County Senior Center - Mt Pleasant,"8615 Park Dr Mt. Pleasant, NC",County Park,Yes,https://www.cabarruscounty.us/location/mount-pleasant-senior-center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.40057827,-80.43401337
Kanpolis Dixie Youth Ballfield,"716 Pleasant Ave , Kannapolis NC",Municipal Park,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4871465,-80.64284906
Mt Pleasant Reservoir,"8275 Mt Olive Rd , Concord NC",Municipal Park,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.43995904,-80.43843147
Gibson Ball Park - City of Concord,"265 Ball Park Ct NW Concord, NC",Municipal Park,Yes,https://www.concordnc.gov/Departments/Parks-Recreation/Facilities,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,35.41413804,-80.59842725
James L. Dorton Park - City of Concord,"5700 Poplar Tent Rd Concord, NC",Municipal Park,No,http://www.concordnc.gov/Departments/Parks-Recreation/Facilities,NA,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,35.41107698,-80.66944634
Lake Concord  Reservoir,"2430 Centergrove Rd ,Kannapolis NC",Park,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.47832124,-80.59248161
Cabarrus County Senior Center - Concord,"331 Concord Pkwy N Concord, NC",County Park,Yes,https://www.cabarruscounty.us/location/concord-senior-center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.39526355,-80.61364323
Cabarrus County Senior Center - Mt Pleasant,"8615 Park Dr Mt. Pleasant, NC",County Park,Yes,https://www.cabarruscounty.us/location/mount-pleasant-senior-center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.40057827,-80.43401337
Belmont Park,"2207 Sovereign St, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Belmont-Park-3,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,36.0273891,-78.92711276
Birchwood Park,"3105 Hursey St, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Birchwood-Park-5,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,35.98001446,-78.84427138
Carroll Street Park,"815 Carroll St, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Carroll-Street-Park-11,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,35.99382275,-78.91575901
Glendale Heights Park,"707 W Murray Ave, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Glendale-Heights-Park-29,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,36.02872255,-78.90247692
Leigh Farm Park,"370 Leigh Farm Rd,Durham  NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Leigh-Farm-Park-40,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,NA,35.91488865,-78.97986669
Little River Fishing Facility,"1500 Orange Factory Rd,Durham  NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Little-River-Fishing-Facility-41,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,36.12749726,-78.8714379
Grant Street Park (South),"1200 Grant St,Durham  NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Grant-Park-south-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.97852627,-78.89521999
Southern Boundaries Park,"3400 Third Fork Dr, Durham NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/Southern-Boundaries-Park-68,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,35.95799678,-78.92905664
Downtown Dog Park,"308 Elliott St, Durham NC",Park,No,https://www.dprplaymore.org/Facilities/Facility/Details/Downtown-Durham-Dog-Park-15,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,35.99697985,-78.89550082
Holton Athletic Field,"401 N Driver St, Durham NC",Park,Yes,N/A,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,35.98892031,-78.8784237
West Point On The E Park,"5101 N Roxboro St,Durham  NC",Park,Yes,https://www.dprplaymore.org/Facilities/Facility/Details/West-Point-on-the-E-76,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,36.06788594,-78.90729151
American Tobacco Trail - New Hill Entrance,"1309 New Hill-Olive Chapel Road, Apex, NC 27502",NA,Yes,https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/american-tobacco-trail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.73733341,-78.88105376
American Tobacco Trail - White Oak Entrance,"1305 White Oak Church Road, Apex, NC 27523",NA,Yes,https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/american-tobacco-trail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.78670698,-78.92350943
